index,Names,Gender,Count,Probability,quote,author,tags,likes
691,Adriana,F,92615,0.000253463,"In the long run, the sharpest weapon of all is a kind and gentle spirit.","Anne Frank,",inspirational,1163
692,Andy,M,92381,0.000252823,Only he who attempts the absurd is capable of achieving the impossible.,Miguel de Unamuno,inspirational;motivational,854
693,Brady,M,92316,0.000252645,"The place to improve the world is first in one's own heart and head and hands, and then work outward from there.","Robert M. Pirsig,",inspirational,840
694,Guy,M,92254,0.000252475,"So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservatism, all of which may appear to give one peace of mind, but in reality nothing is more dangerous to the adventurous spirit within a man than a secure future. The very basic core of a man??s living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun.","Jon Krakauer,",change;complacency;inspirational,826
695,Nicolas,M,92222,0.000252388,"Amor Fati ?? ??Love Your Fate??, which is in fact your life.",Friedrich Nietzsche,fate;inspirational;life;love,821
696,Jackie,F,92216,0.000252371,"What you are is God's gift to you, what you become is your gift to God.","Hans Urs von Balthasar,",catholicism;christian-living;christianity;gift;god;inspirational;philosophy;spirituality,820
697,Candace,F,91780,0.000251178,"You are not the victim of the world, but rather the master of your own destiny. It is your choices and decisions that determine your destiny.",Roy T. Bennett,choice;choices;decision;decisions;destiny;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living,818
698,Hope,F,91732,0.000251047,There's nothing wrong with you. There's a lot wrong with the world you live in. And definitely get out of high school and make everyone sorry.,Chris Colfer,inspirational,806
699,Karla,F,91688,0.000250926,When I was growing up I always wanted to be someone. Now I realize I should have been more specific.,Lily Tomlin,funny;goals-in-life;humor;inspirational;wish,800
700,Claude,M,91595,0.000250672,"Fear doesn't shut you down; it wakes you up. I've seen it. It's fascinating."" He releases me but doesn't pull away, his hand grazing my jaw, my neck. ""Sometimes I just...want to see it again. Want to see you awake.","Veronica Roth,",inspirational;love,797
701,Pedro,M,91246,0.000249717,Let me never fall into the vulgar mistake of dreaming that I am persecuted whenever I am contradicted.,"Ralph Waldo Emerson,",contradiction;correcting;correction;criticism;inspirational;opinions;paranoia,786
702,Jillian,F,90999,0.000249041,"If you start by promising what you don't even have yet, you'll lose your desire to work towards getting it.","Paulo Coelho,",inspirational;motivation,779
703,Brittney,F,90902,0.000248775,"Bitch (noun): A woman who won't bang her head against the wall obsessing over someone else's opinion - be it a man or anyone else in her life. She understands that if someone does not approve of her, it's just one person's opinion; therefore, it's of no real importance. She doesn't try to live up to anyone else's standards - only her own. Because of this, she relates to a man very differently.","Sherry Argov,",inspirational,778
704,Rachael,F,90117,0.000246627,"Adapt what is useful, reject what is useless, and add what is specifically your own.",Bruce Lee,advice;bruce-lee;inspirational,777
705,Damian,M,89886,0.000245995,"Where your treasure is, there will your heart be also.","Anonymous,",harry-potter;heart;inspirational;treasure,775
706,Lola,F,89480,0.000244884,"There are two kinds of teachers: the kind that fill you with so much quail shot that you can't move, and the kind that just gives you a little prod behind and you jump to the skies.",Robert Frost,inspirational;teachers,773
707,Ross,M,89424,0.00024473,"Life moves on, whether we act as cowards or heroes. Life has no other discipline to impose, if we would but realize it, than to accept life unquestioningly. Everything we shut our eyes to, everything we run away from, everything we deny, denigrate or despise, serves to defeat us in the end. What seems nasty, painful, evil, can become a source of beauty, joy, and strength, if faced with an open mind. Every moment is a golden one for him who has the vision to recognize it as such",Henry Miller,inspirational,771
708,Kate,F,89413,0.0002447,Weekends don't count unless you spend them doing something completely pointless.,Bill Watterson,inspirational;recreation,770
709,Layla,F,89391,0.00024464,"The fishermen know that the sea is dangerous and the storm terrible, but they have never found these dangers sufficient reason for remaining ashore.",Vincent Van Gogh,inspirational,767
710,Jade,F,89382,0.000244615,"I am seeking, I am striving, I am in it with all my heart.",Vincent van Gogh,inspirational,767
711,Harriet,F,89325,0.000244459,LAW ,"Robert Greene,",inspirational;motivational,766
712,Bobbie,F,89318,0.00024444,Well done is better than well said.,Benjamin Franklin,inspirational,764
713,Misty,F,89311,0.000244421,"If you don??t give up on something you truly believe in, you will find a way.",Roy T. Bennett,believe;believe-in-yourself;don-t-give-up;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;never-give-up;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,764
714,Cooper,M,89027,0.000243644,The most important decision you make is to be in a good mood.,Voltaire,inspirational,761
715,Kurt,M,88970,0.000243488,The strength of a woman is not measured by the impact that all her hardships in life have had on her; but the strength of a woman is measured by the extent of her refusal to allow those hardships to dictate her and who she becomes.,C. JoyBell C.,inspirational;inspirational-life;the-strength-of-a-woman;true-strength;wisdom-quotes;women;women-s-inspirational;women-s-strength,755
716,Kristine,F,88757,0.000242905,"Get up, stand up, Stand up for your rights. Get up, stand up, Don't give up the fight.","Bob Marley,",activism;inspirational;protest;song-lyrics,731
717,Aaliyah,F,88543,0.000242319,"He is free to evade reality, he is free to unfocus his mind and stumble blindly down any road he pleases, but not free to avoid the abyss he refuses to see.",Ayn Rand,inspirational,731
718,Geneva,F,88234,0.000241474,"When you hold a grudge, you want someone else??s sorrow to reflect your level of hurt but the two rarely meet.","Steve Maraboli,",grudges;hurt;inspirational;life;relationships;sorry,725
719,Desiree,F,88026,0.000240904,"Focus on your goals, not your fear","Roy T. Bennett,",authentic-living;being-positive;fearless;focus;goals;inspiration;inspirational;inspirational-quotes;life;life-quotes;motivation;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,601
720,Dakota,M,87942,0.000240674,"I am a happy camper so I guess I??m doing something right. Happiness is like a butterfly; the more you chase it, the more it will elude you, but if you turn your attention to other things, it will come and sit softly on your shoulder.",J. Richard Lessor,happiness;inspirational,861
721,Shelly,F,87866,0.000240466,Though the road's been rocky it sure feels good to me.,Bob Marley,inspirational;journey;life,844
722,Becky,F,87810,0.000240313,"To be rejected by someone doesn't mean you should also reject yourself or that you should think of yourself as a lesser person. It doesn't mean that nobody will ever love you anymore. Remember that only ONE person has rejected you at the moment, and it only hurt so much because to you, that person's opinion symbolized the opinion of the whole world, of God.","Jocelyn Soriano,",breakup;broken;broken-heart;broken-hearted;broken-hearted-quotes;dating;faith;healing;heartache;heartbreak;heartbroken;hope;hurt;hurt-feelings;hurting;hurting-heart;inspirational;life;life-lessons;love;romance,793
723,Jacquelyn,F,87663,0.000239911,"Anything that??s human is mentionable, and anything that is mentionable can be more manageable. When we can talk about our feelings, they become less overwhelming, less upsetting, and less scary. The people we trust with that important talk can help us know that we are not alone.",Fred Rogers,communication;fear;friendship;inspirational;trauma;trust,787
724,Kelly,M,87633,0.000239829,A Woman in harmony with her spiri,Maya Angelou,inspirational,767
725,Blanche,F,87556,0.000239618,"The three great essentials to achieve anything worthwhile are, first, hard work; second, stick-to-itiveness; third, common sense.",Thomas A. Edison,common-sense;enterprise;hard-work;inspirational;perseverance;persistence;success;thomas-edison,760
726,Velma,F,87147,0.000238499,"That which God said to the rose, and caused it to laugh in full-blown beauty, He said to my heart, and made it a hundred times more beautiful.",Rumi,inspirational;love;spiritual,759
727,Krystal,F,87003,0.000238105,It??s dark because you are trying too hard,"Aldous Huxley ,",inspirational,752
728,Raul,M,86851,0.000237689,"Even if things don't unfold the way you expected, don't be disheartened or give up. One who continues to advance will win in the end.",Daisaku Ikeda,buddhism;destiny;happiness;humanism;inspirational;karma;peace;self-reformation,745
729,Brad,M,86052,0.000235502,To live is so startling it leaves little time for anything else.,Emily Dickinson,inspirational,737
730,Ben,M,86040,0.000235469,"No man chooses evil because it is evil; he only mistakes it for happiness, the good he seeks.",Mary Shelley,inspirational,733
731,Sherri,F,86032,0.000235447,"I do not believe in taking the right decision, I take a decision and make it right.",Muhammad Ali Jinnah,inspirational;positive-attitude;self-awareness;self-confidence;self-improvement,732
732,Andres,M,85981,0.000235308,Be the positive impact on the lives of others.,Roy T. Bennett,inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,728
733,Susie,F,85484,0.000233948,"Keep your eyes on the stars, and your feet on the ground.",Theodore Roosevelt,inspirational,725
734,Fannie,F,85120,0.000232951,I remembered the fox. One runs the risk of crying a bit if one allows oneself to be tamed.,"Antoine de Saint-Exup??ry,",inspirational,722
735,Sidney,M,85101,0.000232899,"Difficulties strengthen the mind, as labor does the body.",Lucius Annaeus Seneca,adversity;challenges;character;inspirational,721
736,Zoey,F,85044,0.000232743,Do not worry about your difficulties in Mathematics. I can assure you mine are still greater.,Albert Einstein,inspirational,717
737,Miles,M,84949,0.000232483,"It's not about how to achieve your dreams, it's about how to lead your life, ... If you lead your life the right way, the karma will take care of itself, the dreams will come to you.","Randy Pausch,",childhood-dream;inspirational,714
738,Breanna,F,84827,0.00023215,"Start by doing what is necessary, then what is possible, and suddenly you are doing the impossible.",St. Francis Of Assisi,inspirational,708
739,Monique,F,84784,0.000232032,"I??m bored?? is a useless thing to say. I mean, you live in a great, big, vast world that you??ve seen none percent of. Even the inside of your own mind is endless; it goes on forever, inwardly, do you understand? The fact that you??re alive is amazing, so you don??t get to say ??I??m bored.",Louis C.K.,advice;bored;boredom;inspirational;reprimand;young,707
740,Hugh,M,84741,0.000231914,"Wasn't that the point of the book? For women to realize, We are just two people. Not that much separates us. Not nearly as much as I'd thought.","Kathryn Stockett,",equality;inspirational;race;women,706
741,Lula,F,84501,0.000231257,Don't confuse poor decision-making with destiny. Own your mistakes. It??s ok; we all make them. Learn from them so they can empower you!,"Steve Maraboli,",action;change;destiny;empowerment;inspirational;life;mistakes;motivational;success,706
742,Iris,F,84446,0.000231107,Surround yourself only with people who are going to take you higher.,Oprah Winfrey,inspirational,702
743,Mathew,M,84012,0.000229919,The place where you made your stand never mattered. Only that you were there...and still on your feet.,"Stephen King,",inspirational,701
744,Byron,M,83912,0.000229645,I just hope I remember to tell my kids that they are as happy as I look in my old photographs. And I hope that they believe me.,"Stephen Chbosky,",inspirational,699
745,Jodi,F,83676,0.000229,"We've all started to put down the virtues of the other factions in the process of bolstering our own. I don't want to do that. I want to be brave, and selfless, and smart, and kind, and honest."" He clears his throat. ""I continually struggle with kindness.","Veronica Roth,",four;inspirational;tobias;tris,692
746,Casey,F,83604,0.000228802,Sometimes I think my head is so big because it is so full of dreams,"R.J. Palacio,",dreams;inspirational,687
747,Tim,M,83483,0.000228471,"You can't become a decent horseman until you fall off and get up again, a good number of times","Bear Grylls,",falling;horse;inspirational;life;living;never-giving-up,687
748,Elias,M,83144,0.000227544,"Integrity is doing the right thing when nobody's watching, and doing as you say you would do.","Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;integrity;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive,634
749,Rick,M,82883,0.000226829,Discipline Your Mind to Think Positively: Discipline your mind to see the good in every situation and look on the best side of every event.,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,613
750,Wallace,M,82688,0.000226296,You may choose to look the other way but you can never say again that you did not know.,William Wilberforce,abolition;accomplish;christian;great-britain;heard;hope;inspirational;love;peace;slavery;truth;try,858
751,Harper,F,82459,0.000225669,"I'm not saying I'm gonna change the world, but I guarantee that I will spark the brain that will change the world.",Tupac Shakur,hiphop;inspirational;music,824
752,Summer,F,82316,0.000225278,How would your life be different if??You stopped allowing other people to dilute or poison your day with their words or opinions? Let today be the day??You stand strong in the truth of your beauty and journey through your day without attachment to the validation of others,"Steve Maraboli,",choices;inspirational;life;motivational;opinions;self-empowerment;self-esteem;self-love,815
753,Grayson,M,82241,0.000225072,To the world you may be one person but to one person you may be the world.,Bill Wilson,devotion;inspirational;love,776
754,Dalton,M,82235,0.000225056,The stupid neither forgive nor forget; the naive forgive and forget; the wise forgive but do not forget.,Thomas Szasz,forgiveness;inspirational;naivety;wisdom,756
755,Lynda,F,81995,0.000224399,do not look for healin,"Rupi Kaur,",abuse-survivors;healing;inspirational;poetry,744
756,Harrison,M,81847,0.000223994,Turn your obstacles into opportunities and your problems into possibilities.,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;obstacle;opportunity;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;possibility;problem,742
757,Krista,F,81838,0.000223969,"I began to realize how important it was to be an enthusiast in life. He taught me that if you are interested in something, no matter what it is, go at it at full speed ahead. Embrace it with both arms, hug it, love it and above all become passionate about it. Lukewarm is no good. Hot is no good either. White hot and passionate is the only thing to be.","Roald Dahl,",enthusiasm;inspirational;passion;passionate-living,736
758,Hilda,F,81765,0.00022377,"Real magic can never be made by offering someone else's liver. You must tear out your own, and not expect to get it back.","Peter S. Beagle,",inspirational;magic;reminding;sacrifice,734
759,Tyrone,M,81702,0.000223597,"One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.",Steve Maraboli,action;compassion;humanity;inspirational;kindness;life;living-now;motivational;seize-the-day;spirituality;success,733
760,Jaxon,M,81613,0.000223354,Remember tonight... for it is the beginning of always,Dante,beginnings;inspirational;memory,727
761,Rafael,M,81463,0.000222943,My happiness is not the means to any end. It is the end. It is its own goal. It is its own purpose.,"Ayn Rand,",happiness;inspirational;salvation,716
762,Gabriela,F,81173,0.000222149,It [feminism] is mixed up with a muddled idea that women are free when they serve their employers but slaves when they help their husbands.,G.K. Chesterton,femininism;inspirational;lies,697
763,Nevaeh,F,80996,0.000221665,"It's worth making time to find the things that really stir your soul. That??s what makes you really feel alive. You have to say ??no?? to other things you??re used to, and do it with all your heart.",Roy T. Bennett,awareness;heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;soul;soul-and-heart;stir-your-soul;time,694
764,Sheryl,F,80956,0.000221556,Dreams don't work unless you take action. The surest way to make your dreams come true is to live them.,Roy T. Bennett,action;do;dream;dream-comes-true;dreams;dreams-come-true;dreams-quotes;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;living-life;motivational;motivational-inspirational;positive-affirmation;positive-life;positive-thinking;positivity;take-action;take-actions,690
765,Drew,M,80854,0.000221276,"Go and make interesting mistakes, make amazing mistakes, make glorious and fantastic mistakes. Break rules. Leave the world more interesting for your being here.","Neil Gaiman,",inspirational,688
766,Kristi,F,80833,0.000221219,"No, this is not the beginning of a new chapter in my life; this is the beginning of a new book! That first book is already closed, ended, and tossed into the seas; this new book is newly opened, has just begun! Look, it is the first page! And it is a beautiful one!",C. JoyBell C.,a-beautiful-beginning;a-new-beginning;endings;endings-and-beginnings;inspirational;inspirational-life;inspirational-quotes;new-beginnings;the-end,686
767,Rosie,F,80792,0.000221107,"We are saved by faith alone, but the faith that saves is never alone.",Martin Luther,christianity;faith;inspirational;religion,683
768,Elena,F,80752,0.000220997,The duty of youth is to challenge corruption.,Kurt Cobain,activism;dissent;inspirational;protest;truth-telling,680
769,Angelo,M,80565,0.000220486,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,Nelson Mandela,inspirational,678
770,Eunice,F,80318,0.00021981,What is now proved was once only imagined.,William Blake,english-poet;inspirational;knowledge;willpower,677
771,Shelley,F,80212,0.000219519,"I don't paint dreams or nightmares, I paint my own reality.",Frida Kahlo,art;dreams;inspirational;nightmares;painting,677
772,Nelson,M,80165,0.000219391,"Feet, what do I need them fo",Frida Kahlo,inspirational,668
773,Antoinette,F,79851,0.000218531,Envy is ignorance,"Ralph Waldo Emerson,",inspirational,665
774,Dwayne,M,79640,0.000217954,Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections.,Gerard Way,inspirational;life,662
775,Dwight,M,79521,0.000217628,When you look for a man- what you want to look for is a man with the heart of a poor boy and the mind of a conqueror.,C. JoyBell C.,boys;inspiration;inspirational;inspirational-quotes;man;men;romance-love,660
776,Kelli,F,79478,0.000217511,"Don??t only practice your art, but force your way into its secrets, for it and knowledge can raise men to the divine.",Ludwig van Beethoven,inspirational;philosophy;wisdom,654
777,Julius,M,79386,0.000217259,"Let today be the day you stop being haunted by the ghost of yesterday. Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.","Steve Maraboli,",action;anger;change;grudges;inspirational;life;living-in-the-present;motivational;poison;resentment;seize-the-day;soul;success,653
778,Jackie,M,79361,0.00021719,"You don??t have to like someone, but you have to treat them as you wish to be treated.","Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,588
779,Trinity,F,79145,0.000216599,"If you don't know who you truly are, you'll never know what you really want.",Roy T. Bennett,authentic-living;authentic-self;authenticity;be-yourself;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;who-you-are,557
780,Shaun,M,79139,0.000216583,You??re not obligated to win. You??re obligated to keep trying. To the best you can do everyday.,Jason Mraz,failure;inspirational;life;success;truth;winning,735
781,Meredith,F,78979,0.000216145,You must find the place inside yourself where nothing is impossible.,Deepak Chopra,inspirational,701
782,Kaleb,M,78960,0.000216093,"Never let hard lessons harden your heart; the hard lessons of life are meant to make you better, not bitter.","Roy T. Bennett,",growing;heart;humanity;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;what-matters,694
783,Sergio,M,78845,0.000215778,You become what you think about all day long.,Ralph Waldo Emerson,inspirational;obsession,685
784,Collin,M,78801,0.000215658,"Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world.",Harriet Tubman,inspirational,684
785,Rebekah,F,78746,0.000215507,"Sit in a room and read--and read and read. And read the right books by the right people. Your mind is brought onto that level, and you have a nice, mild, slow-burning rapture all the time.","Joseph Campbell,",advice-for-daily-living;inspirational;reading,681
786,Greg,M,78646,0.000215234,"So early in my life, I had learned that if you want something, you had better make some noise.","Malcolm X,",accomplishment;action;impetus;inspirational,681
787,Emmanuel,M,78552,0.000214976,Try again. Fail again. Fail better.,Samuel Beckett,existentialism;failure;inspirational,676
788,Mamie,F,77850,0.000213055,Heaven can be found in the most unlikely corners.,"Mitch Albom,",inspirational,675
789,Willard,M,77645,0.000212494,"Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same, or one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.",Ronald Reagan,freedom;inspirational;personal-freedom,674
790,Ramon,M,77334,0.000211643,"The Reality of The Other Person Lies Not In What He Reveals To You, But What He Cannot Reveal To You",Kahlil Gibran,inspirational,671
791,Perry,M,77047,0.000210858,Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.,"Roy T. Bennett,",inner-peace;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;peace;positive;positive-affirmation;positive-life;positive-thinking,670
792,Bianca,F,77020,0.000210784,Most of us must learn to love people and use things rather than loving things and using people.,"Roy T. Bennett,",being-human;happiness;human;human-nature;humanism;humanity;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;love;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,670
793,Kristy,F,76858,0.00021034,"Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.","Bohdi Sanders,",anger;anger-management;ataraxy;bushido;inner-peace;inspirational;life;life-experience;life-lessons;martial-arts;motivational;self-control;serenity;warrior-ethos;warriors;warriorship;wisdom,664
794,Candice,F,76197,0.000208531,"I postpone death by living, by suffering, by error, by risking, by giving, by losing.",ana??s nin,inspirational,658
795,Jaden,M,76114,0.000208304,"Bermimpilah, karena Tuhan akan memeluk mimpi-mimpi itu.","Andrea Hirata,",inspirational,654
796,Belinda,F,76023,0.000208055,"Instead of cursing the darkness, light a candle.",Ben Franklin,inspirational;proverb,652
797,Gracie,F,75935,0.000207814,"Think, Believe, Dream, and Dare.",Walt Disney,inspirational,652
798,Devon,M,75887,0.000207683,"The best way to measure how much you've grown isn't by inches or the number of laps you can now run around the track, or even your grade point average-- though those things are important, to be sure. It's what you've done with your time, how you've chosen to spend your days, and whom you've touched this year. That, to me, is the greatest measure of success.","R.J. Palacio,",inspirational,649
799,Ted,M,75816,0.000207489,"Down on the lake rosy reflections of celestial vapor appeared, and I said, ""God, I love you"" and looked to the sky and really meant it. ""I have fallen in love with you, God. Take care of us all, one way or the other."" To the children and the innocent it's all the same.","Jack Kerouac,",god;inspirational;love;spiritual,649
800,Terrence,M,75576,0.000206832,"Darling, when things go wrong in life, you lift your chin, put on a ravishing smile, mix yourself a little cocktail...",Sophie Kinsella,humour;inspirational;lifestyle;women-s-strength,648
801,Janie,F,75281,0.000206025,"See, as much as you want to hold on to the bitter sore memory that someone has left this world, you are still in it","Jodi Picoult,",inspirational;mourning,645
802,Stuart,M,75144,0.00020565,Life is a gift. Don't forget to live it.,"Nicola Yoon,",inspirational;life;love;young-adult,644
803,Armando,M,74874,0.000204911,Some things cannot be taught; they must be experienced. You never learn the most valuable lessons in life until you go through your own journey.,Roy T. Bennett,experience;inspiration;inspirational;inspirational-quotes;inspire;inspiring;learning;lessons-in-life;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;teach,644
804,Rosalie,F,74395,0.0002036,"If we will be quiet and ready enough, we shall find compensation in every disappointment.","Henry David Thoreau,",compensation;disappointment;failure;hope;inspirational,641
805,Marco,M,74326,0.000203411,Congratulations,"Dr. Seuss,",humor;inspirational;success,638
806,Cesar,M,74311,0.00020337,"I disregard the proportions, the measures, the tempo of the ordinary world. I refuse to live in the ordinary world as ordinary women. To enter ordinary relationships. I want ecstasy. I am a neurotic ?? in the sense that I live in my world. I will not adjust myself to the world. I am adjusted to myself.","Ana??s Nin,",inspirational,638
807,Ayden,M,74292,0.000203318,"I didn't come here of my own accord, and I can't leave that way",Rumi,inspirational,633
808,Ashton,M,74276,0.000203274,A creative life cannot be sustained by approval any more than it can be destroyed by criticism.,Will Self,criticism;inspirational,625
809,Irma,F,73936,0.000202344,Gratitude builds a bridge to abundance.,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,551
810,Peyton,F,73876,0.000202179,The tears of the world are a constant quantity. For each one who begins to weep somewhere else another stops. The same is true of the laugh.,"Samuel Beckett,",crying;equilibrium;inspirational;tears,806
811,Wade,M,73802,0.000201977,"I've had a lot of worries in my life, most of which never happened.",Mark Twain,inspirational;positive;worries,716
812,Terrance,M,73768,0.000201884,"The only position that leaves me with no cognitive dissonance is atheism. It is not a creed. Death is certain, replacing both the siren-song of Paradise and the dread of Hell. Life on this earth, with all its mystery and beauty and pain, is then to be lived far more intensely: we stumble and get up, we are sad, confident, insecure, feel loneliness and joy and love. There is nothing more; but I want nothing more.","Ayaan Hirsi Ali,",atheism;death;inspirational;life,712
813,Erick,M,73761,0.000201865,"There are times when solitude is better than society, and silence is wiser than speech. We should be better Christians if we were more alone, waiting upon God, and gathering through meditation on His Word spiritual strength for labour in his service. We ought to muse upon the things of God, because we thus get the real nutriment out of them. . . . Why is it that some Christians, although they hear many sermons, make but slow advances in the divine life? Because they neglect their closets, and do not thoughtfully meditate on God's Word. They love the wheat, but they do not grind it; they would have the corn, but they will not go forth into the fields to gather it; the fruit hangs upon the tree, but they will not pluck it; the water flows at their feet, but they will not stoop to drink it. From such folly deliver us, O Lord. . . .",Charles Spurgeon,bible;christian;faith;inspirational,701
814,Freddie,M,73468,0.000201063,Why Not You,"Steve Maraboli,",happiness;inspirational;inspirational-poem;life;motivational;seize-the-day,696
815,Beulah,F,73160,0.00020022,the time is always right to do the right thing,Martin Luther King Jr.,inspirational,677
816,Felix,M,72913,0.000199544,"If you want to write a fantasy story with Norse gods, sentient robots, and telepathic dinosaurs, you can do just that. Want to throw in a vampire and a lesbian unicorn while you're at it? Go ahead. Nothing's off limits. But the endless possibility of the genre is a trap. It's easy to get distracted by the glittering props available to you and forget what you're supposed to be doing: telling a good story. Don't get me wrong, magic is cool. But a nervous mother singing to her child at night while something moves quietly through the dark outside her house? That's a story. Handled properly, it's more dramatic than any apocalypse or goblin army could ever be.",Patrick Rothfuss,fantasy;fantasy-books;inspirational;writing,667
817,Kennedy,F,72523,0.000198477,"In school we learn that mistakes are bad, and we are punished for making them. Yet, if you look at the way humans are designed to learn, we learn by making mistakes. We learn to walk by falling down. If we never fell down, we would never walk.","Robert T. Kiyosaki,",humanity;inspirational;mistakes;risk;school,665
818,Marion,M,72403,0.000198148,It takes sunshine and rain to make a rainbow. There would be no rainbows without sunshine and rain.,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;rainbow;rainbows,660
819,Ariel,F,72151,0.000197459,"Great things are not done by impulse, but by a series of small things brought together.",Vincent Van Gogh,inspirational,659
820,Brody,M,71765,0.000196402,"When one has a grateful heart, life is so beautiful.","Roy T. Bennett,",gratitude;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,653
821,Virgil,M,71633,0.000196041,"Maktub"" (It is written.)","Paulo Coelho,",inspirational,653
822,Adrienne,F,71601,0.000195953,"The best relationships in our lives are the best not because they have been the happiest ones, they are that way because they have stayed strong through the most tormentful of storms.","Pandora Poikilos,",healing;inspirational;relationships;self-help,637
823,Roman,M,71300,0.00019513,We cannot be sure of having something to live for unless we are willing to die for it.,Che Guevara,bravery;carpe-diem;commitment;courage;here-and-now;indiviuality;inspirational;passion,628
824,Morris,M,71200,0.000194856,"When I was little and running on the race track at school, I always stopped and waited for all the other kids so we could run together even though I knew (and everybody else knew) that I could run much faster than all of them! I pretended to read slowly so I could ""wait"" for everyone else who couldn't read as fast as I could! When my friends were short I pretended that I was short too and if my friend was sad I pretended to be unhappy. I could go on and on about all the ways I have limited myself, my whole life, by ""waiting"" for people. And the only thing that I've ever received in return is people thinking that they are faster than me, people thinking that they can make me feel bad about myself just because I let them and people thinking that I have to do whatever they say I should do. My mother used to teach me ""Cinderella is a perfect example to be"" but I have learned that Cinderella can go fuck herself, I'm not waiting for anybody, anymore! I'm going to run as fast as I can, fly as high as I can, I am going to soar and if you want you can come with me! But I'm not waiting for you anymore.",C. JoyBell C.,achievement;breaking-free;changing;cinderella;flying;freedom;fulfilling-your-potential;fulfillment;goodbye-cinderella;growing;inspirational;inspirational-quotes;inspiring;learning;life;life-and-living;limits;living;living-life;personal-fulfillment;personal-limits;potential;running;self-discovery;self-growth;soaring;waiting;your-full-potential,626
825,Robyn,F,70923,0.000194098,The greatest ideas are the simplest.,"William Golding,",inspirational;simplicity,625
